"date","sales","sum(DOLLARS)","average(feature   = A)","average(feature   = A+)","average(feature   = B)","average(feature   = C)","average(disp = 0)","average(disp = 1)","average(disp = 2)","average(disc = 0)"
12/10/95 12:00 AM,5.7975460122699385,3.7614110429447862,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
12/17/95 12:00 AM,2.0,1.58,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
12/24/95 12:00 AM,5.7975460122699385,3.7614110429447862,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
12/31/95 12:00 AM,1.0,0.79,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
1/7/96 12:00 AM,3.0,2.37,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
1/14/96 12:00 AM,1.0,0.79,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
1/21/96 12:00 AM,1.0,0.79,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
1/28/96 12:00 AM,2.0,1.58,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
2/4/96 12:00 AM,5.7975460122699385,3.7614110429447862,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
2/11/96 12:00 AM,5.7975460122699385,3.7614110429447862,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
2/18/96 12:00 AM,5.7975460122699385,3.7614110429447862,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
2/25/96 12:00 AM,5.7975460122699385,3.7614110429447862,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
3/3/96 12:00 AM,5.7975460122699385,3.7614110429447862,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
3/10/96 12:00 AM,5.7975460122699385,3.7614110429447862,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
3/17/96 12:00 AM,3.0,2.37,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
3/24/96 12:00 AM,3.0,1.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
3/31/96 12:00 AM,5.0,3.95,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
4/7/96 12:00 AM,10.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
4/14/96 12:00 AM,5.7975460122699385,3.7614110429447862,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
4/21/96 12:00 AM,1.0,0.79,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
